,fdd_var,fdd_desc,cohort
460,PDmeds,taking medication for the management of PD?,ample
461,PDmedcomment,name/dose of PD meds,ample
462,VAR00032,,ample
463,VAR00033,,ample
464,Yearsined_REV,Number of years in education,ample
465,maritalstat,marital status,ample
466,wherelive,where do you live?,ample
467,live,who do you live with?,ample
468,informant,who is your informant?,ample
469,livewithinformant,do you live with your informant?,ample
470,freq,how frequently do you see your informant?,ample
471,VAR00012,,ample
472,neuro1st,date of first neuropsych test,ample
473,VAR00024,subject ID no,ample
474,ACE_or,Orientation (max = 10),ample
475,ACE_reg,Registration (max = 3),ample
476,ACE_att_conc,Attention and concentration (max = 5),ample
477,ACE_memR,Memory - recall (max = 3),ample
478,ACE_Amem,Memory - Anterograde memory (max = 7),ample
479,ACE_Rmem,Memory - Retrograde Memory (max = 4),ample
480,ACE_vf,Verbal Fluency (max = 14),ample
481,ACE_P,Verbal Fluency P (Number),ample
482,ACE_Animals,Verbal Fluency Animals (Number),ample
483,ACE_langC,Language - comprehension (commands) (max = 4),ample
484,ACE_langW,Language - writing (max = 1),ample
485,ACE_langRep,Language - repetition (hippopotamus…) (max = 2),ample
486,ACE_langRepABB,"Language - repetition (above, beyond below) (max= 1)",ample
487,ACE_langRepNIAB,"Language - repetition (no ifs, ands and buts) (max = 2)",ample
488,ACE_langNPW,Language - naming (pencil + watch) (max = 2),ample
489,ACE_langNother,Language - naming (10 pics) (max = 10),ample
490,ACE_langComp,Language - comprehension (using pictures) (max = 4),ample
491,ACE_langRead,Language - reading (max = 1),ample
492,ACE_VisSpat_P,Visuo-spatial abilities - pentagons (max = 1),ample
493,ACE_VisSpat_Cu,Visuo-spatial abilities - cube (max =  2),ample
494,ACE_VisSpat_Cl,Visuo-spatial abilities - clock (max =  5),ample
495,ACE_P_dots,Perceptual abilities - dots (max = 4),ample
496,ACE_P_letters,Perceptual abilities - letters (max = 4),ample
497,ACE_recall,Recall (max = 7),ample
498,ACE_recog,Recognition (max = 5),ample
499,VAR00035,,ample
500,ACE_MMSE,MMSE score (max = 30),ample
501,ACE_TOTAL,Total score (max = 100),ample
502,ACE_At_Or,"subscore, attention and orientation (max =18)",ample
503,ACE_Mem,"subscore, memory (max = 26)",ample
504,ACE_Flu,"subscore, fluency (max = 14)",ample
505,ACE_Lang,"subscore, language (max = 26)",ample
506,ACE_VisSpat,"subscore, visuospatial (max = 16)",ample
507,VAR00008,subject ID no,ample
508,Rey_T1,score following trial 1 on Rey AVLT,ample
509,Rey_T2,score following trial 2 on Rey AVLT,ample
510,Rey_T3,score following trial 3 on Rey AVLT,ample
511,Rey_T4,score following trial 4 on Rey AVLT,ample
512,Rey_T5,score following trial 5 on Rey AVLT,ample
513,Rey_ListB,score following list B on Rey AVLT,ample
514,Rey_T6,score following trial 6 on Rey AVLT,ample
515,Rey_delay,score following delay on Rey AVLT,ample
516,Rey_Recognition,correct number from list A correclty recognised on Rey AVLT,ample
517,VAR00049,,ample
518,trailsA,number of seconds taken to correctly complete trails A,ample
519,trailsB,number of seconds taken to correctly complete trails B,ample
520,Unable_to_complete_Trails_A,,ample
521,Unable_to_complete_Trails_B,,ample
522,VAR00027,,ample
523,F,"number of correct words beginning with ""f"" in 1 minute",ample
524,A,"number of correct words beginning with ""a"" in 1 minute",ample
525,S,"number of correct words beginning with ""s"" in 1 minute",ample
526,FASTotal,total FAS score,ample
527,VAR00016,,ample
528,GradedNT,Grade naming test- number correctly named,ample
529,VAR00090,,ample
530,Simp_React_Task_M_C,Simple Reaction time computerised task (mean Correct),ample
531,Simp__RT_SD,Simple reaction time SD correct,ample
532,Simp_RT_Trials,Simple reaction time number of trials,ample
533,Simp_RT_NCorrect,Simple reaction time number correct,ample
534,Choice_reaction_Task_M_C,Choice reaction time computerised task (mean correct),ample
535,Choice_RT_SD,Choice reaction time SD correct,ample
536,Choice_RT__Trials,Choice reaction time number of trials,ample
537,Choice_RT_NCorrect,Choice reaction time number correct,ample
538,Choice_RT_error,Choice reaction time number of errors,ample
539,RT_Difference,Difference choice-simple,ample
540,Digit_Vigilance_Task_Number,Digit vigilance computerised task Number got,ample
541,DV_Mean_Time,Digit vigliance mean time got,ample
542,DV_SD,Digit vigilance SD got,ample
543,DV_F_Pos,Digit vigilance false positives,ample
544,Angle_Task_Result,Angle discrimination computerised task (result in degrees),ample
545,Angle_Task_Correct,Angle Number Correct,ample
546,Salmon_1,"Salmon computerised task, score from trial 1",ample
547,ComputerNOTES,,ample
548,VAR00040,,ample
549,GDS15,Geriatric depression rating scale (total score),ample
550,VAR00009,subject surname,ample
551,UPD_sp,UPDRS speech,ample
552,UPD_fex,UPDRS facial expression,ample
553,UPD_Rig_ne,UPDRS Rigidity Neck,ample
554,UPD_Rig_Ru,UPDRS Rigidity Right Upper,ample
555,UPD_Rig_LU,UPDRS Rigidity Left Upper,ample
556,UPD_Rig_Rl,UPDRS Rigidity Right Lower,ample
557,UPD_Rig_LL,UPDRS Rigidity Left Lower,ample
558,UPD_FT_R,UPDRS Finger tap Right,ample
559,UPD_FT_L,UPDRS Finger tap Left,ample
560,UPD_HM_R,UPDRS Hand Movement Right,ample
561,UPD_HM_L,UPDRS Hand Movement Left,ample
562,UPD_MOH_R,UPDRS Movement of hands Right,ample
563,UPD_MOH_L,UPDRS Movement of hands Left,ample
564,UPD_TT_R,UPDRS toe tapping Right,ample
565,UPD_TT_L,UPDRS toe tapping left,ample
566,UPD_LA_R,UPDRS leg agility Right,ample
567,UPD_LA_L,UPDRS leg agility Left,ample
568,UPD_AFC,UPDRS Arising from chair,ample
569,UPD_Gait,UPDRS Gait,ample
570,UPD_FOG,UPDRS freezing of gait,ample
571,UPD_PS,UPDRS postural stability,ample
572,UPD_POS,UPDRS Posture,ample
573,UPD_GSOM,UPDRS global spontaneity of movement,ample
574,UPD_PTOH_R,UPDRS postutal tremor of hands Right,ample
575,UPD_PTOH_L,UPDRS postural tremor of hands Left,ample
576,UPD_KTOH_R,UPDRS kinetic tremor of hands Right,ample
577,UPD_KTOH_L,UPDRS kinetic tremor of hands Left,ample
578,UPD_RTA_RU,UPDRS rest tremor amplitude Right Upper,ample
579,UPD_RTALU,UPDRS rest tremor amplitute Left Upper,ample
580,UPD_RTA_RL,UPDRS rest tremor amplitude Right Lower,ample
581,UPD_RTA_LL,UPDRS rest tremor amplitude Left Lower,ample
582,UPD_RTA_LJ,UPDRS rest tremor amplitude lip/jaw,ample
583,UPD_COR,UPDRS constancy of rest tremor,ample
584,UPD_HK_Stage,UPDRS Hoehn and Yahr stage,ample
585,UPDTOTAL,TOTAL score from UPDRS,ample
586,UPDmissing,any missing items from UPDRS?,ample
587,VAR00111,,ample
588,npidel,NPI delusions,ample
589,npidelnumber,NPI delusions total number,ample
590,npidelfreq,NPI delusions frequency,ample
591,npidelsev,NPI delusions severity,ample
592,npideldis,NPI delusions distress,ample
593,npideltotal,NPI delusions total (AxB),ample
594,npihall,NPI hallucinations,ample
595,npihallnumber,NPI total number hallucinations,ample
596,npihallfreq,NPI hallucinations frequency,ample
597,npihallsev,NPI hallucinations severity,ample
598,npihalldis,NPI hallucinations distress,ample
599,npihalltot,NPI total hallucinations (AxB),ample
600,npiagg,NPI aggression,ample
601,npiaggnumber,NPI total number aggression,ample
602,npiaggfreq,NPI aggression frequency,ample
603,npiaggsev,NPI aggression severity,ample
604,npiaggdis,NPI aggression distress,ample
605,npiaggtot,NPI aggression total (AxB),ample
606,npidepres,NPI depression,ample
607,npidepresnumber,NPI total number Depression,ample
608,npidepressfreq,NPI frequency Depression,ample
609,npidepressev,NPI severity depression,ample
610,npidepresdis,NPI distress Depression,ample
611,npideprestot,NPI total depression (AxB),ample
612,npianx,NPI Anxiety,ample
613,npianxnumber,NPI total number anxiety,ample
614,npianxfreq,NPI frequency of anxiety,ample
615,npianxsev,NPI severity of anxiety,ample
616,npianxdis,NPI distress anxiety,ample
617,npianxtot,NPI total (AxB) anxiety,ample
618,npieuph,NPI elation / euphoria,ample
619,npieuphnumber,NPI total number of euphoria,ample
620,npieuphfreq,NPI frequency of euphoria,ample
621,npieuphsev,NPI severity of euphoria,ample
622,npieuphdis,NPI distress elation / euphoria,ample
623,npieuphtot,NPI total (AxB) elation / euphoria,ample
624,npiapath,NPI apathy / indifference,ample
625,npiapathnumber,NPI total number of symptoms apathy / indifference,ample
626,npiapathfreq,NPI frequency of apathy / indifference,ample
627,npiapathsev,NPI severity of apathy / indifference,ample
628,npiapathdis,NPI distress apathy/ indifference,ample
629,npiapathtot,NPI total (AxB) apathy / indifference,ample
630,npidishib,NPI disinhibition,ample
631,npidisihibnumber,NPI total number disinhibition,ample
632,npidisinhibfreq,NPI frequency of disinhibition,ample
633,npidishibinsev,NPI severity of disinhibition,ample
634,npidishibdis,NPI distress disinhibition,ample
635,npidishibtot,NPI total (AxB) disinhibition,ample
636,npiirrit,NPI irritability / lability,ample
637,npiirritnumber,NPI total number irritability / lability,ample
638,npiirritfreq,NPI frequency of irritability / lability,ample
639,npiirritsev,NPI severity of irritability / lability,ample
640,npiirritdis,NPI distress irritability / lability,ample
641,npiirrittot,NPI total (AxB) irritability / lability,ample
642,npiab,NPI aberrant motor behaviour,ample
643,npiabnumber,NPI total number symptoms aberrant motor behavious,ample
644,npiabfreq,NPI frequency of aberrant motor behaviour,ample
645,npiabsev,NPI severity of aberrant motor behaviour,ample
646,npiabdis,NPI distress aberrant motor behaviour,ample
647,npiabtot,NPI total (AxB) aberrant motor behaviour,ample
648,npisleep,NPI sleep,ample
649,npisleepnumber,NPI total number sleep,ample
650,npisleepfreq,NPI frequency of sleep,ample
651,npisleepsev,NPI severity of sleep,ample
652,npisleepdis,NPI distress sleep,ample
653,npisleeptot,NPI total (AxB) sleep,ample
654,npiapp,NPI appetite and eating disorders,ample
655,npiappnumber,NPI total number appetite,ample
656,npiappfreq,NPI frequency of appetite,ample
657,npiappsev,NPI severity of appetite,ample
658,npiappdis,NPI distress appetite and eating disorders,ample
659,npiapptot,NPI total (AxB) appetite and eating disorders,ample
660,npimissing,Any data missing from NPI,ample
661,npiTOT,NPI TOTAL score (NB if missing data then score is =/> figure given),ample
662,npiTOTDIS,NPI TOTAL Distress Score,ample
663,VAR00042,,ample
664,Flucimpal,Fluctuation inventory - impaired alertness and concentration,ample
665,Flucconf,Fluctuation inventory - confusion,ample
666,Fluctfreq,frequency of fluctuating confusion / impaired consciousness,ample
667,Fluctdur,duration of fluctuating confusion / impaired consciousness,ample
668,FlucTOTAL,Fluctuation inventory TOTAL Score (scale 1 x scale 2),ample
669,VAR00079,,ample
670,BrFOOD,Bristol - FOOD,ample
671,BrEAT,Bristol - EATING,ample
